Sample in Buffer,Sample in Window,TRIGGER,receiver_0[31:0],ila_data[255:0],userdata_rx_0[31:0],receiver_1[31:0],userdata_rx_1[31:0],receiver_2[31:0],userdata_rx_2[31:0],receiver_3[31:0],userdata_rx_3[31:0],transmitter_0[31:0],userdata_tx_0[31:0],transmitter_1[31:0],userdata_tx_1[31:0],transmitter_2[31:0],userdata_tx_2[31:0],userdata_tx_3[31:0],transmitter_3[31:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
450,450,0,fc06503c,30bf95f1503c95f1503c03f7503cfc083fac2445ac24503c03f9503cfc06503c,fc06503c,03f9503c,03f9503c,ac24503c,ac24503c,3fac2445,3fac2445,503cfc08,503cfc08,503c03f7,503c03f7,503c95f1,503c95f1,30bf95f1,30bf95f1
451,451,0,fc07503c,e8661299503c1299503c03f6503cfc092f990ed4990e503c03f8503cfc07503c,fc07503c,03f8503c,03f8503c,990e503c,990e503c,2f990ed4,2f990ed4,503cfc09,503cfc09,503c03f6,503c03f6,503c1299,503c1299,e8661299,e8661299
452,452,0,fc08503c,16afc5c5503cc5c5503c03f5503cfc0a083590dc3590503c03f7503cfc08503c,fc08503c,03f7503c,03f7503c,3590503c,3590503c,083590dc,083590dc,503cfc0a,503cfc0a,503c03f5,503c03f5,503cc5c5,503cc5c5,16afc5c5,16afc5c5
453,453,0,fc09503c,277eb5e2503cb5e2503c03f4503cfc0bf87f38667f38503c03f6503cfc09503c,fc09503c,03f6503c,03f6503c,7f38503c,7f38503c,f87f3866,f87f3866,503cfc0b,503cfc0b,503c03f4,503c03f4,503cb5e2,503cb5e2,277eb5e2,277eb5e2
454,454,0,fc0a503c,55d1c125503cc125503c03f3503cfc0c391bf7ad1bf7503c03f5503cfc0a503c,fc0a503c,03f5503c,03f5503c,1bf7503c,1bf7503c,391bf7ad,391bf7ad,503cfc0c,503cfc0c,503c03f3,503c03f3,503cc125,503cc125,55d1c125,55d1c125
455,455,0,fc0b503c,42ffd352503cd352503c03f2503cfc0d6d307cc2307c503c03f4503cfc0b503c,fc0b503c,03f4503c,03f4503c,307c503c,307c503c,6d307cc2,6d307cc2,503cfc0d,503cfc0d,503c03f2,503c03f2,503cd352,503cd352,42ffd352,42ffd352
456,456,0,fc0c503c,840a4fb7503c4fb7503c03f1503cfc0e6e54d49c54d4503c03f3503cfc0c503c,fc0c503c,03f3503c,03f3503c,54d4503c,54d4503c,6e54d49c,6e54d49c,503cfc0e,503cfc0e,503c03f1,503c03f1,503c4fb7,503c4fb7,840a4fb7,840a4fb7
457,457,0,fc0d503c,0d4a3dea503c3dea503c03f0503cfc0faf9f28339f28503c03f2503cfc0d503c,fc0d503c,03f2503c,03f2503c,9f28503c,9f28503c,af9f2833,af9f2833,503cfc0f,503cfc0f,503c03f0,503c03f0,503c3dea,503c3dea,0d4a3dea,0d4a3dea
458,458,0,fc0e503c,06a9fbec503cfbec503c03ef503cfc1013b3c4efb3c4503c03f1503cfc0e503c,fc0e503c,03f1503c,03f1503c,b3c4503c,b3c4503c,13b3c4ef,13b3c4ef,503cfc10,503cfc10,503c03ef,503c03ef,503cfbec,503cfbec,06a9fbec,06a9fbec
459,459,0,fc0f503c,d28b0f14503c0f14503c03ee503cfc1149109b46109b503c03f0503cfc0f503c,fc0f503c,03f0503c,03f0503c,109b503c,109b503c,49109b46,49109b46,503cfc11,503cfc11,503c03ee,503c03ee,503c0f14,503c0f14,d28b0f14,d28b0f14
460,460,0,fc10503c,b4f42158503c2158503c03ed503cfc12783ac9913ac9503c03ef503cfc10503c,fc10503c,03ef503c,03ef503c,3ac9503c,3ac9503c,783ac991,783ac991,503cfc12,503cfc12,503c03ed,503c03ed,503c2158,503c2158,b4f42158,b4f42158
461,461,0,fc11503c,c8af5f69503c5f69503c03ec503cfc1374dc4627dc46503c03ee503cfc11503c,fc11503c,03ee503c,03ee503c,dc46503c,dc46503c,74dc4627,74dc4627,503cfc13,503cfc13,503c03ec,503c03ec,503c5f69,503c5f69,c8af5f69,c8af5f69
462,462,0,fc12503c,46268ae4503c8ae4503c03eb503cfc141a33283d3328503c03ed503cfc12503c,fc12503c,03ed503c,03ed503c,3328503c,3328503c,1a33283d,1a33283d,503cfc14,503cfc14,503c03eb,503c03eb,503c8ae4,503c8ae4,46268ae4,46268ae4
463,463,0,fc13503c,460201a2503c01a2503c03ea503cfc159ced3af2ed3a503c03ec503cfc13503c,fc13503c,03ec503c,03ec503c,ed3a503c,ed3a503c,9ced3af2,9ced3af2,503cfc15,503cfc15,503c03ea,503c03ea,503c01a2,503c01a2,460201a2,460201a2
464,464,0,fc14503c,ca75b241503cb241503c03e9503cfc168c406b59406b503c03eb503cfc14503c,fc14503c,03eb503c,03eb503c,406b503c,406b503c,8c406b59,8c406b59,503cfc16,503cfc16,503c03e9,503c03e9,503cb241,503cb241,ca75b241,ca75b241
465,465,0,fc15503c,f464f362503cf362503c03e8503cfc17890eb6610eb6503c03ea503cfc15503c,fc15503c,03ea503c,03ea503c,0eb6503c,0eb6503c,890eb661,890eb661,503cfc17,503cfc17,503c03e8,503c03e8,503cf362,503cf362,f464f362,f464f362
466,466,0,fc16503c,5bfc59dd503c59dd503c03e7503cfc18819319159319503c03e9503cfc16503c,fc16503c,03e9503c,03e9503c,9319503c,9319503c,81931915,81931915,503cfc18,503cfc18,503c03e7,503c03e7,503c59dd,503c59dd,5bfc59dd,5bfc59dd
467,467,0,fc17503c,b21e223e503c223e503c03e6503cfc192d98ac3898ac503c03e8503cfc17503c,fc17503c,03e8503c,03e8503c,98ac503c,98ac503c,2d98ac38,2d98ac38,503cfc19,503cfc19,503c03e6,503c03e6,503c223e,503c223e,b21e223e,b21e223e
468,468,0,fc18503c,2cd16a12503c6a12503c03e5503cfc1a1895edad95ed503c03e7503cfc18503c,fc18503c,03e7503c,03e7503c,95ed503c,95ed503c,1895edad,1895edad,503cfc1a,503cfc1a,503c03e5,503c03e5,503c6a12,503c6a12,2cd16a12,2cd16a12
469,469,0,fc19503c,a535e4ed503ce4ed503c03e4503cfc1bdc663a3a663a503c03e6503cfc19503c,fc19503c,03e6503c,03e6503c,663a503c,663a503c,dc663a3a,dc663a3a,503cfc1b,503cfc1b,503c03e4,503c03e4,503ce4ed,503ce4ed,a535e4ed,a535e4ed
470,470,0,fc1a503c,dfe4b7f4503cb7f4503c03e3503cfc1ca4d853a7d853503c03e5503cfc1a503c,fc1a503c,03e5503c,03e5503c,d853503c,d853503c,a4d853a7,a4d853a7,503cfc1c,503cfc1c,503c03e3,503c03e3,503cb7f4,503cb7f4,dfe4b7f4,dfe4b7f4
471,471,0,fc1b503c,e99596f5503c96f5503c03e2503cfc1d51178fb7178f503c03e4503cfc1b503c,fc1b503c,03e4503c,03e4503c,178f503c,178f503c,51178fb7,51178fb7,503cfc1d,503cfc1d,503c03e2,503c03e2,503c96f5,503c96f5,e99596f5,e99596f5
472,472,0,fc1c503c,148805c1503c05c1503c03e1503cfc1ebf3ec6083ec6503c03e3503cfc1c503c,fc1c503c,03e3503c,03e3503c,3ec6503c,3ec6503c,bf3ec608,bf3ec608,503cfc1e,503cfc1e,503c03e1,503c03e1,503c05c1,503c05c1,148805c1,148805c1
