Sample in Buffer,Sample in Window,TRIGGER,ila_data[617:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX
957,957,0,2a0000000000000000000000000000000000000000f0f0f0f00000000000000000000000000000000000000000fc74acdf0c74acdf0c74acdf0c74acdf024b954bc309e864e4fe8c0ea24b954bc
958,958,0,3b0000000000000000000000000000000000000000f0f0f0f00000000000000000000000000000000000000000f371680ea371680ea371680ea371680ea5a338641677635c5e74504bb5a338641
959,959,0,3b0000000000000000000000000000000000000000f0f0f0f00000000000000000000000000000000000000000fdccd3efbdccd3efbdccd3efbdccd3efbe4ab0f8b5d08ff08a3e0c8c2e4ab0f8b
960,960,0,2b0000000000000000000000000000000000000000f0f0f0f00000000000000000000000000000000000000000fd810e0b0d810e0b0d810e0b0d810e0b09efb9c329009f88b696d88259efb9c32
961,961,0,2a0000000000000000000000000000000000000000f0f0f0f00000000000000000000000000000000000000000f0d516eb30d516eb30d516eb30d516eb3b30c8c4653946a352d497118b30c8c46
962,962,0,2a0000000000000000000000000000000000000000f0f0f0f00000000000000000000000000000000000000000f1b70f0dc1b70f0dc1b70f0dc1b70f0dcca05826b0aa0e7d3565d66ecca05826b
963,963,0,3a0000000000000000000000000000000000000000f0f0f0f00000000000000000000000000000000000000000f5014079350140793501407935014079345689c915ef0dd73391d387e45689c91
964,964,0,3b0000000000000000000000000000000000000000f0f0f0f00000000000000000000000000000000000000000f125b57b7125b57b7125b57b7125b57b72bc993b3d229e41bb8a7af1d2bc993b3
965,965,0,2b0000000000000000000000000000000000000000f0f0f0f00000000000000000000000000000000000000000f5a987b7e5a987b7e5a987b7e5a987b7e5a73997167e445a8d7610ad05a739971
966,966,0,2a0000000000000000000000000000000000000000f0f0f0f00000000000000000000000000000000000000000f2fbf22732fbf22732fbf22732fbf2273f8c486b6d4eb82cbfc11f4cff8c486b6
967,967,0,2a0000000000000000000000000000000000000000f0f0f0f00000000000000000000000000000000000000000f640bdc3c640bdc3c640bdc3c640bdc3ccc16cfb6b1ef92cbe535f4dfcc16cfb6
968,968,0,3a0000000000000000000000000000000000000000f0f0f0f00000000000000000000000000000000000000000f36215801362158013621580136215801c5061def8558dfdbf12c90d6c5061def
969,969,0,3b0000000000000000000000000000000000000000f0f0f0f00000000000000000000000000000000000000000f174498d8174498d8174498d8174498d8d57cbacfa122d06dd8166934d57cbacf
970,970,0,2b0000000000000000000000000000000000000000f0f0f0f00000000000000000000000000000000000000000f30731ed730731ed730731ed730731ed7133cea71e52267e0f7524460133cea71
971,971,0,2a0000000000000000000000000000000000000000f0f0f0f00000000000000000000000000000000000000000f720ecd98720ecd98720ecd98720ecd9868be87759d2637e9ed2b543268be8775
972,972,0,2a0000000000000000000000000000000000000000f0f0f0f00000000000000000000000000000000000000000f745584d8745584d8745584d8745584d820bc154ae2dc5ebd0daa340e20bc154a
973,973,0,3a0000000000000000000000000000000000000000f0f0f0f00000000000000000000000000000000000000000f031bcfa5031bcfa5031bcfa5031bcfa5fc7577e495a136eb3e021373fc7577e4
974,974,0,3b0000000000000000000000000000000000000000f0f0f0f00000000000000000000000000000000000000000f26bf40e726bf40e726bf40e726bf40e7e71f292d81fe6196b20199fbe71f292d
975,975,0,2b0000000000000000000000000000000000000000f0f0f0f00000000000000000000000000000000000000000f3e1908973e1908973e1908973e190897b619792d356128b39f92d4fbb619792d
976,976,0,2a0000000000000000000000000000000000000000f0f0f0f00000000000000000000000000000000000000000f71d30dca71d30dca71d30dca71d30dca9bdb327d64d3e7fadbafd5e69bdb327d
977,977,0,2a0000000000000000000000000000000000000000f0f0f0f00000000000000000000000000000000000000000f99856534998565349985653499856534c2cbf12b19401e6512b6b878c2cbf12b
978,978,0,3b0000000000000000000000000000000000000000f0f0f0f00000000000000000000000000000000000000000f13c361ac13c361ac13c361ac13c361ac958b8c76162d4eca0c628103958b8c76
979,979,0,3b0000000000000000000000000000000000000000f0f0f0f00000000000000000000000000000000000000000f8bce45ad8bce45ad8bce45ad8bce45ad1c625ec723516f81f008f5701c625ec7
980,980,0,2b0000000000000000000000000000000000000000f0f0f0f00000000000000000000000000000000000000000fd971d4f2d971d4f2d971d4f2d971d4f27feb68d124bef05767f4fd1a7feb68d1
981,981,0,2a0000000000000000000000000000000000000000f0f0f0f00000000000000000000000000000000000000000fb8f686e2b8f686e2b8f686e2b8f686e28274e98d513029de26e2c5a18274e98d
982,982,0,2a0000000000000000000000000000000000000000f0f0f0f00000000000000000000000000000000000000000fb74cdd99b74cdd99b74cdd99b74cdd99789f4eb7f0da265bb439ac4f789f4eb7
983,983,0,3b0000000000000000000000000000000000000000f0f0f0f00000000000000000000000000000000000000000f1a65efc81a65efc81a65efc81a65efc804beccfe30906b6e8deb754f04beccfe
984,984,0,3b0000000000000000000000000000000000000000f0f0f0f00000000000000000000000000000000000000000f1b8eccf71b8eccf71b8eccf71b8eccf70571a36aa13bc10b3d10347c0571a36a
985,985,0,2b0000000000000000000000000000000000000000f0f0f0f00000000000000000000000000000000000000000f135c780e135c780e135c780e135c780ebeeaba20902f6754fb64094dbeeaba20
986,986,0,2a0000000000000000000000000000000000000000f0f0f0f00000000000000000000000000000000000000000ff088a7fff088a7fff088a7fff088a7ff49251c0861856ab8efff203b49251c08
987,987,0,2a0000000000000000000000000000000000000000f0f0f0f00000000000000000000000000000000000000000f78bc512778bc512778bc512778bc51272b49fad8bebb669d08ef9d3e2b49fad8
988,988,0,3b0000000000000000000000000000000000000000f0f0f0f00000000000000000000000000000000000000000fa5ad51d0a5ad51d0a5ad51d0a5ad51d0c93b2b3b0c08be4107f1d8d1c93b2b3b
989,989,0,3b0000000000000000000000000000000000000000f0f0f0f00000000000000000000000000000000000000000ff229d0a4f229d4a4f229d0a4f229d0a40dc8dc7ab22b236629c71c050dc8dc7a
990,990,0,2b0000000000000000000000000000000000000000f0f0f0f00000000000000000000000000000000000000000fa95cdd46a95cdd46a95cdd46a95cdd46d3352b26888508a67b5638ded3352b26
991,991,0,2a0000000000000000000000000000000000000000f0f0f0f00000000000000000000000000000000000000000f5692ffaa5692ffaa5692ffaa5692ffaa5a7af20a0a4251d1776529da5a7af20a
992,992,0,2a0000000000000000000000000000000000000000f0f0f0f00000000000000000000000000000000000000000ffe76c2d0fe76c2d0fe76c2d0fe76c2d052c0acd7af8f4fa4c3b3a35952c0acd7
993,993,0,3b0000000000000000000000000000000000000000f0f0f0f00000000000000000000000000000000000000000f6a227b876a227b876a227b876a227b87651e9c0a7a90dc676b21583a651e9c0a
994,994,0,3b0000000000000000000000000000000000000000f0f0f0f00000000000000000000000000000000000000000ff7d93800f7d93c00f7d93800f7d93800909bf329e29b7744aebbb959909bf329
995,995,0,2b0000000000000000000000000000000000000000f0f0f0f00000000000000000000000000000000000000000f0834cbf10834cbf10834cbf10834cbf108d4dd55468697a1fb18dc8008d4dd55
996,996,0,2a0000000000000000000000000000000000000000f0f0f0f00000000000000000000000000000000000000000f3c911d8c3c911d8c3c911d8c3c911d8c84eff7a2a26da43df5c6fb5484eff7a2
997,997,0,2a0000000000000000000000000000000000000000f0f0f0f00000000000000000000000000000000000000000f6cbd0e036cbd0e036cbd0e036cbd0e035ebdeb5cd9b265f9954ad4e45ebdeb5c
998,998,0,3b0000000000000000000000000000000000000000f0f0f0f00000000000000000000000000000000000000000fcef9eaefcef9eaefcef9eaefcef9eaef8eeb96f0fd9ba6c630648de88eeb96f0
999,999,0,3b0000000000000000000000000000000000000000f0f0f0f00000000000000000000000000000000000000000f2d5d92332d5d92332d5d92332d5d923381e9f2a9c4bb74292715998181e9f2a9
1000,1000,0,2b0000000000000000000000000000000000000000f0f0f0f00000000000000000000000000000000000000000fe17cfbd4e17cfbd4e17cfbd4e17cfbd4596b8f8cd7d2b62246dc80c1596b8f8c
1001,1001,0,2a0000000000000000000000000000000000000000f0f0f0f00000000000000000000000000000000000000000f5648ceac5648ceac5648ceac5648ceac787a14b12a43a2c5044554ec787a14b1
1002,1002,0,2a0000000000000000000000000000000000000000f0f0f0f00000000000000000000000000000000000000000fdd16a372dd16a372dd16a372dd16a37217c2d10736afa8ec3562ba6c17c2d107
1003,1003,0,3b0000000000000000000000000000000000000000f0f0f0f00000000000000000000000000000000000000000f82872d2d82872d2d82872d2d82872d2da68a8742ef0b815006d2142aa68a8742
1004,1004,0,3b0000000000000000000000000000000000000000f0f0f0f00000000000000000000000000000000000000000fc2e96369c2e96769c2e96369c2e963691b9a733c40d13e4ed38b61521b9a733c
1005,1005,0,2b0000000000000000000000000000000000000000f0f0f0f00000000000000000000000000000000000000000f5446b4a85446b4a85446b4a85446b4a87e6f04ded8255dfd972e8ddd7e6f04de
1006,1006,0,2a0000000000000000000000000000000000000000f0f0f0f00000000000000000000000000000000000000000f5e3377aa5e3377aa5e3377aa5e3377aab5af1d265f48de7c4e7280beb5af1d26
1007,1007,0,2a0000000000000000000000000000000000000000f0f0f0f00000000000000000000000000000000000000000f7aa4bfd87aa4bfd87aa4bfd87aa4bfd80f38d05c6c0faa07b8901ad40f38d05c
1008,1008,0,3b0000000000000000000000000000000000000000f0f0f0f00000000000000000000000000000000000000000f3482b0ae3482b0ae3482b0ae3482b0ae9360ddfbacab2009ef799cdd9360ddfb
1009,1009,0,3b0000000000000000000000000000000000000000f0f0f0f00000000000000000000000000000000000000000f9b3df1ed9b3df1ed9b3df1ed9b3df1ed973389245ac0f3cecd1503ff97338924
1010,1010,0,2b0000000000000000000000000000000000000000f0f0f0f00000000000000000000000000000000000000000f89a72e0d89a72e0d89a72e0d89a72e0dcd7dcf894c96b6282596c4c3cd7dcf89
1011,1011,0,2a0000000000000000000000000000000000000000f0f0f0f00000000000000000000000000000000000000000f45c042c845c042c845c042c845c042c819a446f3bbcea6c0e2b798e919a446f3
1012,1012,0,2a0000000000000000000000000000000000000000f0f0f0f00000000000000000000000000000000000000000f61f9e50a61f9e50a61f9e50a61f9e50af451c35015e077aaaa920262f451c350
1013,1013,0,3b0000000000000000000000000000000000000000f0f0f0f00000000000000000000000000000000000000000fbc829530bc829530bc829530bc8295303799ac5e5bbbdcd8374ab3153799ac5e
1014,1014,0,3b0000000000000000000000000000000000000000f0f0f0f00000000000000000000000000000000000000000f2135e15e2135e55e2135e15e2135e15e963de87d7c04b805dd82d546963de87d
1015,1015,0,2b0000000000000000000000000000000000000000f0f0f0f00000000000000000000000000000000000000000f80b9f7bf80b9f7bf80b9f7bf80b9f7bf64eb175114be133aebc4c52264eb1751
1016,1016,0,2a0000000000000000000000000000000000000000f0f0f0f00000000000000000000000000000000000000000f23d7dd5323d7dd5323d7dd5323d7dd53365fd1caca0056bd87b5ea06365fd1ca
1017,1017,0,2a0000000000000000000000000000000000000000f0f0f0f00000000000000000000000000000000000000000f20f544a120f544a120f544a120f544a17e7c4a28036a2e63d7261e497e7c4a28
1018,1018,0,3b0000000000000000000000000000000000000000f0f0f0f00000000000000000000000000000000000000000f2755035e2755035e2755035e2755035e61a79dfca980dff9293648de61a79dfc
1019,1019,0,3b0000000000000000000000000000000000000000f0f0f0f00000000000000000000000000000000000000000fa4f88499a4f88499a4f88499a4f8849962f1e2dcafe03df908a810bc62f1e2dc
1020,1020,0,2b0000000000000000000000000000000000000000f0f0f0f00000000000000000000000000000000000000000fc281af1fc281af1fc281af1fc281af1f4b351ea141a1fd1e0ed621454b351ea1
1021,1021,0,2a0000000000000000000000000000000000000000f0f0f0f00000000000000000000000000000000000000000f7caa4cd17caa4cd17caa4cd17caa4cd1b462eba4158b40a35e88a497b462eba4
1022,1022,0,2a0000000000000000000000000000000000000000f0f0f0f00000000000000000000000000000000000000000fc3e328e9c3e328e9c3e328e9c3e328e936c33983ef889f1b87f250a636c33983
1023,1023,0,3b0000000000000000000000000000000000000000f0f0f0f00000000000000000000000000000000000000000fb80c45d2b80c45d2b80c45d2b80c45d2de3b6c604ad34ee38d01ff09de3b6c60
