Sample in Buffer,Sample in Window,TRIGGER,ila_data[717:0],receiver_0[31:0],receiver_1[31:0],receiver_2[31:0],receiver_3[31:0],transmitter_0[31:0],transmitter_1[31:0],transmitter_2[31:0],transmitter_3[31:0],prbs_match_int[3:0],hb0_gtwiz_userclk_rx_usrclk2_int,hb0_gtwiz_userclk_rx_active_int,hb_gtwiz_reset_all_int,hb0_gtwiz_reset_rx_done_int,hb0_gtwiz_userclk_tx_usrclk2_int,hb0_gtwiz_userclk_tx_active_int,rx8b10ben_int[3:0],rxcommadeten_int[3:0],rxlpmen_int[3:0],rxmcommaalignen_int[3:0],rxpcommaalignen_int[3:0],tx8b10ben_int[3:0],gtpowergood_int[3:0],rxbyteisaligned_int[3:0],rxbyterealign_int[3:0],rxcommadet_int[3:0],rxpmaresetdone_int[3:0],txpmaresetdone_int[3:0],ch0_rxctrl0_int[15:0],ch1_rxctrl0_int[15:0],ch2_rxctrl0_int[15:0],ch3_rxctrl0_int[15:0],ch0_rxctrl1_int[15:0],ch1_rxctrl1_int[15:0],ch2_rxctrl1_int[15:0],ch3_rxctrl1_int[15:0],ch0_rxctrl2_int[7:0],ch1_rxctrl2_int[7:0],ch2_rxctrl2_int[7:0],ch3_rxctrl2_int[7:0],ch0_rxctrl3_int[7:0],ch1_rxctrl3_int[7:0],ch2_rxctrl3_int[7:0],ch3_rxctrl3_int[7:0],ch0_txctrl0_int[15:0],ch1_txctrl0_int[15:0],ch2_txctrl0_int[15:0],ch3_txctrl0_int[15:0],ch0_txctrl1_int[15:0],ch1_txctrl1_int[15:0],ch2_txctrl1_int[15:0],ch3_txctrl1_int[15:0],ch0_txctrl2_int[7:0],ch1_txctrl2_int[7:0],ch2_txctrl2_int[7:0],ch3_txctrl2_int[7:0],rxchanisaligned_int[3:0],rxchanrealign_int[3:0],rxchanbondseq_int[3:0],rxchbondi_int[19:0],rxchbondo_int[19:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
47,47,0,000000000000080000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03ffffffffa094f1603c94f1603c94f1603c94f1603c94ee603c94ee603c94ee603c94ee603c,94ee603c,94ee603c,94ee603c,94ee603c,94f1603c,94f1603c,94f1603c,94f1603c,0,0,1,0,1,1,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,2,0,0,00000,00000
48,48,0,000000000000080000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fffffffeb094f2603c94f2603c94f2603c94f2603c94ef603c94ef603c94ef603c94ef603c,94ef603c,94ef603c,94ef603c,94ef603c,94f2603c,94f2603c,94f2603c,94f2603c,0,1,1,0,1,0,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,2,0,0,00000,00000
49,49,0,000000000000080000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fffffffeb094f3603c94f3603c94f3603c94f3603c94f0603c94f0603c94f0603c94f0603c,94f0603c,94f0603c,94f0603c,94f0603c,94f3603c,94f3603c,94f3603c,94f3603c,0,1,1,0,1,0,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,2,0,0,00000,00000
50,50,0,000000000000080000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fffffffeb094f4603c94f4603c94f4603c94f4603c94f1603c94f1603c94f1603c94f1603c,94f1603c,94f1603c,94f1603c,94f1603c,94f4603c,94f4603c,94f4603c,94f4603c,0,1,1,0,1,0,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,2,0,0,00000,00000
51,51,0,000000000000080000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03ffffffffa094f5603c94f5603c94f5603c94f5603c94f2603c94f2603c94f2603c94f2603c,94f2603c,94f2603c,94f2603c,94f2603c,94f5603c,94f5603c,94f5603c,94f5603c,0,0,1,0,1,1,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,2,0,0,00000,00000
52,52,0,000000000000080000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03ffffffffa094f6603c94f6603c94f6603c94f6603c94f3603c94f3603c94f3603c94f3603c,94f3603c,94f3603c,94f3603c,94f3603c,94f6603c,94f6603c,94f6603c,94f6603c,0,0,1,0,1,1,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,2,0,0,00000,00000
53,53,0,000000000000080000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fffffffeb094f7603c94f7603c94f7603c94f7603c94f4603c94f4603c94f4603c94f4603c,94f4603c,94f4603c,94f4603c,94f4603c,94f7603c,94f7603c,94f7603c,94f7603c,0,1,1,0,1,0,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,2,0,0,00000,00000
54,54,0,000000000000080000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fffffffeb094f8603c94f8603c94f8603c94f8603c94f5603c94f5603c94f5603c94f5603c,94f5603c,94f5603c,94f5603c,94f5603c,94f8603c,94f8603c,94f8603c,94f8603c,0,1,1,0,1,0,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,2,0,0,00000,00000
55,55,0,000000000000080000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fffffffeb094f9603c94f9603c94f9603c94f9603c94f6603c94f6603c94f6603c94f6603c,94f6603c,94f6603c,94f6603c,94f6603c,94f9603c,94f9603c,94f9603c,94f9603c,0,1,1,0,1,0,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,2,0,0,00000,00000
56,56,0,000000000000080000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03ffffffffa094fa603c94fa603c94fa603c94fa603c94f7603c94f7603c94f7603c94f7603c,94f7603c,94f7603c,94f7603c,94f7603c,94fa603c,94fa603c,94fa603c,94fa603c,0,0,1,0,1,1,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,2,0,0,00000,00000
57,57,0,000000000000080000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03ffffffffa094fb603c94fb603c94fb603c94fb603c94f8603c94f8603c94f8603c94f8603c,94f8603c,94f8603c,94f8603c,94f8603c,94fb603c,94fb603c,94fb603c,94fb603c,0,0,1,0,1,1,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,2,0,0,00000,00000
58,58,0,000000000000080000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fffffffeb094fc603c94fc603c94fc603c94fc603c94f9603c94f9603c94f9603c94f9603c,94f9603c,94f9603c,94f9603c,94f9603c,94fc603c,94fc603c,94fc603c,94fc603c,0,1,1,0,1,0,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,2,0,0,00000,00000
59,59,0,000000000000080000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fffffffeb094fd603c94fd603c94fd603c94fd603c94fa603c94fa603c94fa603c94fa603c,94fa603c,94fa603c,94fa603c,94fa603c,94fd603c,94fd603c,94fd603c,94fd603c,0,1,1,0,1,0,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,2,0,0,00000,00000
60,60,0,000000000000080000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fffffffeb094fe603c94fe603c94fe603c94fe603c94fb603c94fb603c94fb603c94fb603c,94fb603c,94fb603c,94fb603c,94fb603c,94fe603c,94fe603c,94fe603c,94fe603c,0,1,1,0,1,0,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,2,0,0,00000,00000
61,61,0,000000000000080000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03ffffffffa094ff603c94ff603c94ff603c94ff603c94fc603c94fc603c94fc603c94fc603c,94fc603c,94fc603c,94fc603c,94fc603c,94ff603c,94ff603c,94ff603c,94ff603c,0,0,1,0,1,1,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,2,0,0,00000,00000
62,62,0,000000000000080000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03ffffffffa09500603c9500603c9500603c9500603c94fd603c94fd603c94fd603c94fd603c,94fd603c,94fd603c,94fd603c,94fd603c,9500603c,9500603c,9500603c,9500603c,0,0,1,0,1,1,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,2,0,0,00000,00000
63,63,0,000000000000080000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fffffffeb09501603c9501603c9501603c9501603c94fe603c94fe603c94fe603c94fe603c,94fe603c,94fe603c,94fe603c,94fe603c,9501603c,9501603c,9501603c,9501603c,0,1,1,0,1,0,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,2,0,0,00000,00000
64,64,0,000000000000080000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fffffffeb09502603c9502603c9502603c9502603c94ff603c94ff603c94ff603c94ff603c,94ff603c,94ff603c,94ff603c,94ff603c,9502603c,9502603c,9502603c,9502603c,0,1,1,0,1,0,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,2,0,0,00000,00000
65,65,0,000000000000080000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fffffffeb09503603c9503603c9503603c9503603c9500603c9500603c9500603c9500603c,9500603c,9500603c,9500603c,9500603c,9503603c,9503603c,9503603c,9503603c,0,1,1,0,1,0,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,2,0,0,00000,00000
66,66,0,000000000000080000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03ffffffffa09504603c9504603c9504603c9504603c9501603c9501603c9501603c9501603c,9501603c,9501603c,9501603c,9501603c,9504603c,9504603c,9504603c,9504603c,0,0,1,0,1,1,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,2,0,0,00000,00000
67,67,0,000000000000080000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03ffffffffa09505603c9505603c9505603c9505603c9502603c9502603c9502603c9502603c,9502603c,9502603c,9502603c,9502603c,9505603c,9505603c,9505603c,9505603c,0,0,1,0,1,1,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,2,0,0,00000,00000
68,68,0,000000000000080000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fffffffeb09506603c9506603c9506603c9506603c9503603c9503603c9503603c9503603c,9503603c,9503603c,9503603c,9503603c,9506603c,9506603c,9506603c,9506603c,0,1,1,0,1,0,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,2,0,0,00000,00000
69,69,0,000000000000080000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fffffffeb09507603c9507603c9507603c9507603c9504603c9504603c9504603c9504603c,9504603c,9504603c,9504603c,9504603c,9507603c,9507603c,9507603c,9507603c,0,1,1,0,1,0,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,2,0,0,00000,00000
70,70,0,000000000000080000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fffffffeb09508603c9508603c9508603c9508603c9505603c9505603c9505603c9505603c,9505603c,9505603c,9505603c,9505603c,9508603c,9508603c,9508603c,9508603c,0,1,1,0,1,0,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,2,0,0,00000,00000
71,71,0,000000000000080000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03ffffffffa09509603c9509603c9509603c9509603c9506603c9506603c9506603c9506603c,9506603c,9506603c,9506603c,9506603c,9509603c,9509603c,9509603c,9509603c,0,0,1,0,1,1,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,2,0,0,00000,00000
72,72,0,000000000000080000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03ffffffffa0950a603c950a603c950a603c950a603c9507603c9507603c9507603c9507603c,9507603c,9507603c,9507603c,9507603c,950a603c,950a603c,950a603c,950a603c,0,0,1,0,1,1,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,2,0,0,00000,00000
73,73,0,000000000000080000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fffffffeb0950b603c950b603c950b603c950b603c9508603c9508603c9508603c9508603c,9508603c,9508603c,9508603c,9508603c,950b603c,950b603c,950b603c,950b603c,0,1,1,0,1,0,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,2,0,0,00000,00000
74,74,0,000000000000080000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fffffffeb0950c603c950c603c950c603c950c603c9509603c9509603c9509603c9509603c,9509603c,9509603c,9509603c,9509603c,950c603c,950c603c,950c603c,950c603c,0,1,1,0,1,0,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,2,0,0,00000,00000
75,75,0,000000000000080000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fffffffeb0950d603c950d603c950d603c950d603c950a603c950a603c950a603c950a603c,950a603c,950a603c,950a603c,950a603c,950d603c,950d603c,950d603c,950d603c,0,1,1,0,1,0,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,2,0,0,00000,00000
76,76,0,000000000000080000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03ffffffffa0950e603c950e603c950e603c950e603c950b603c950b603c950b603c950b603c,950b603c,950b603c,950b603c,950b603c,950e603c,950e603c,950e603c,950e603c,0,0,1,0,1,1,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,2,0,0,00000,00000
77,77,0,000000000000080000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03ffffffffa0950f603c950f603c950f603c950f603c950c603c950c603c950c603c950c603c,950c603c,950c603c,950c603c,950c603c,950f603c,950f603c,950f603c,950f603c,0,0,1,0,1,1,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,2,0,0,00000,00000
78,78,0,000000000000080000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fffffffeb09510603c9510603c9510603c9510603c950d603c950d603c950d603c950d603c,950d603c,950d603c,950d603c,950d603c,9510603c,9510603c,9510603c,9510603c,0,1,1,0,1,0,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,2,0,0,00000,00000
79,79,0,000000000000080000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fffffffeb09511603c9511603c9511603c9511603c950e603c950e603c950e603c950e603c,950e603c,950e603c,950e603c,950e603c,9511603c,9511603c,9511603c,9511603c,0,1,1,0,1,0,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,2,0,0,00000,00000
80,80,0,000000000000080000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fffffffeb09512603c9512603c9512603c9512603c950f603c950f603c950f603c950f603c,950f603c,950f603c,950f603c,950f603c,9512603c,9512603c,9512603c,9512603c,0,1,1,0,1,0,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,2,0,0,00000,00000
81,81,0,000000000000080000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03ffffffffa09513603c9513603c9513603c9513603c9510603c9510603c9510603c9510603c,9510603c,9510603c,9510603c,9510603c,9513603c,9513603c,9513603c,9513603c,0,0,1,0,1,1,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,2,0,0,00000,00000
82,82,0,000000000000080000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03ffffffffa09514603c9514603c9514603c9514603c9511603c9511603c9511603c9511603c,9511603c,9511603c,9511603c,9511603c,9514603c,9514603c,9514603c,9514603c,0,0,1,0,1,1,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,2,0,0,00000,00000
83,83,0,000000000000080000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fffffffeb09515603c9515603c9515603c9515603c9512603c9512603c9512603c9512603c,9512603c,9512603c,9512603c,9512603c,9515603c,9515603c,9515603c,9515603c,0,1,1,0,1,0,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,2,0,0,00000,00000
84,84,0,000000000000080000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fffffffeb09516603c9516603c9516603c9516603c9513603c9513603c9513603c9513603c,9513603c,9513603c,9513603c,9513603c,9516603c,9516603c,9516603c,9516603c,0,1,1,0,1,0,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,2,0,0,00000,00000
85,85,0,000000000000080000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fffffffeb09517603c9517603c9517603c9517603c9514603c9514603c9514603c9514603c,9514603c,9514603c,9514603c,9514603c,9517603c,9517603c,9517603c,9517603c,0,1,1,0,1,0,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,2,0,0,00000,00000
86,86,0,000000000000080000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03ffffffffa09518603c9518603c9518603c9518603c9515603c9515603c9515603c9515603c,9515603c,9515603c,9515603c,9515603c,9518603c,9518603c,9518603c,9518603c,0,0,1,0,1,1,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,2,0,0,00000,00000
87,87,0,000000000000080000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03ffffffffa09519603c9519603c9519603c9519603c9516603c9516603c9516603c9516603c,9516603c,9516603c,9516603c,9516603c,9519603c,9519603c,9519603c,9519603c,0,0,1,0,1,1,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,2,0,0,00000,00000
88,88,0,000000000000080000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fffffffeb0951a603c951a603c951a603c951a603c9517603c9517603c9517603c9517603c,9517603c,9517603c,9517603c,9517603c,951a603c,951a603c,951a603c,951a603c,0,1,1,0,1,0,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,2,0,0,00000,00000
89,89,0,000000000000080000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fffffffeb0951b603c951b603c951b603c951b603c9518603c9518603c9518603c9518603c,9518603c,9518603c,9518603c,9518603c,951b603c,951b603c,951b603c,951b603c,0,1,1,0,1,0,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,2,0,0,00000,00000
90,90,0,000000000000080000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fffffffeb0951c603c951c603c951c603c951c603c9519603c9519603c9519603c9519603c,9519603c,9519603c,9519603c,9519603c,951c603c,951c603c,951c603c,951c603c,0,1,1,0,1,0,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,2,0,0,00000,00000
91,91,0,000000000000080000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03ffffffffa0951d603c951d603c951d603c951d603c951a603c951a603c951a603c951a603c,951a603c,951a603c,951a603c,951a603c,951d603c,951d603c,951d603c,951d603c,0,0,1,0,1,1,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,2,0,0,00000,00000
92,92,0,000000000000080000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03ffffffffa0951e603c951e603c951e603c951e603c951b603c951b603c951b603c951b603c,951b603c,951b603c,951b603c,951b603c,951e603c,951e603c,951e603c,951e603c,0,0,1,0,1,1,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,2,0,0,00000,00000
93,93,0,000000000000080000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fffffffeb0951f603c951f603c951f603c951f603c951c603c951c603c951c603c951c603c,951c603c,951c603c,951c603c,951c603c,951f603c,951f603c,951f603c,951f603c,0,1,1,0,1,0,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,2,0,0,00000,00000
94,94,0,000000000000080000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fffffffeb09520603c9520603c9520603c9520603c951d603c951d603c951d603c951d603c,951d603c,951d603c,951d603c,951d603c,9520603c,9520603c,9520603c,9520603c,0,1,1,0,1,0,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,2,0,0,00000,00000
95,95,0,000000000000080000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fffffffeb09521603c9521603c9521603c9521603c951e603c951e603c951e603c951e603c,951e603c,951e603c,951e603c,951e603c,9521603c,9521603c,9521603c,9521603c,0,1,1,0,1,0,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,2,0,0,00000,00000
